quarter,hb,specialty_name_top,episodes,length_of_spell
2021Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1112,3019
2021Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1055,2772
2022Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1039,2509
2022Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1079,3014
2022Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1090,3110
2017Q3,The Golden Jubilee National Hospital,Other,235,11
2017Q4,The Golden Jubilee National Hospital,Other,239,10
2018Q1,The Golden Jubilee National Hospital,Other,219,12
2018Q2,The Golden Jubilee National Hospital,Other,225,9
2018Q3,The Golden Jubilee National Hospital,Other,167,5
2018Q4,The Golden Jubilee National Hospital,Other,133,0
2019Q1,The Golden Jubilee National Hospital,Other,141,0
2019Q2,The Golden Jubilee National Hospital,Other,113,0
2019Q3,The Golden Jubilee National Hospital,Other,123,0
2019Q4,The Golden Jubilee National Hospital,Other,110,0
2020Q1,The Golden Jubilee National Hospital,Other,103,0
2020Q3,The Golden Jubilee National Hospital,Other,5,8
2021Q1,The Golden Jubilee National Hospital,Other,12,16
2021Q2,The Golden Jubilee National Hospital,Other,17,6
2021Q3,The Golden Jubilee National Hospital,Other,5,0
2021Q4,The Golden Jubilee National Hospital,Other,10,5
2022Q1,The Golden Jubilee National Hospital,Other,10,7
2022Q2,The Golden Jubilee National Hospital,Other,18,9
2022Q3,The Golden Jubilee National Hospital,Other,5,0
2018Q1,The Golden Jubilee National Hospital,Urology,0,0
2018Q2,The Golden Jubilee National Hospital,Urology,0,6
2019Q2,The Golden Jubilee National Hospital,Urology,0,0
2019Q4,The Golden Jubilee National Hospital,Urology,0,0
2020Q2,The Golden Jubilee National Hospital,Urology,35,78
2020Q3,The Golden Jubilee National Hospital,Urology,40,151
2020Q4,The Golden Jubilee National Hospital,Urology,76,247
2021Q1,The Golden Jubilee National Hospital,Urology,72,120
2021Q2,The Golden Jubilee National Hospital,Urology,58,155
2021Q3,The Golden Jubilee National Hospital,Urology,37,125
2021Q4,The Golden Jubilee National Hospital,Urology,57,139
2022Q1,The Golden Jubilee National Hospital,Urology,64,88
2022Q2,The Golden Jubilee National Hospital,Urology,40,71
2022Q3,The Golden Jubilee National Hospital,Other,0,0
2021Q1,The Golden Jubilee National Hospital,Other,10,27
2021Q2,The Golden Jubilee National Hospital,Other,24,48
2021Q4,The Golden Jubilee National Hospital,Other,0,5
2020Q2,The Golden Jubilee National Hospital,General Medicine,0,8
2020Q4,The Golden Jubilee National Hospital,General Medicine,0,0
2021Q1,The Golden Jubilee National Hospital,General Medicine,0,0
2021Q4,The Golden Jubilee National Hospital,General Medicine,0,30
2022Q1,The Golden Jubilee National Hospital,General Medicine,0,19
2022Q2,The Golden Jubilee National Hospital,General Medicine,0,0
2017Q3,The Golden Jubilee National Hospital,Cardiology,2060,2105
2017Q4,The Golden Jubilee National Hospital,Cardiology,2059,2147
2018Q1,The Golden Jubilee National Hospital,Cardiology,2040,2402
2018Q2,The Golden Jubilee National Hospital,Cardiology,2080,2215
2018Q3,The Golden Jubilee National Hospital,Cardiology,2098,2388
2018Q4,The Golden Jubilee National Hospital,Cardiology,2083,2499
2019Q1,The Golden Jubilee National Hospital,Cardiology,2429,2396
2019Q2,The Golden Jubilee National Hospital,Cardiology,2075,2266
2019Q3,The Golden Jubilee National Hospital,Cardiology,2175,2259
2019Q4,The Golden Jubilee National Hospital,Cardiology,2042,2575
2020Q1,The Golden Jubilee National Hospital,Cardiology,1962,2220
2020Q2,The Golden Jubilee National Hospital,Cardiology,1612,2994
2020Q3,The Golden Jubilee National Hospital,Cardiology,1923,3285
2020Q4,The Golden Jubilee National Hospital,Cardiology,1945,2789
2021Q1,The Golden Jubilee National Hospital,Cardiology,2032,2602
2021Q2,The Golden Jubilee National Hospital,Cardiology,2005,2964
2021Q3,The Golden Jubilee National Hospital,Cardiology,2125,3372
2021Q4,The Golden Jubilee National Hospital,Cardiology,2138,3644
2022Q1,The Golden Jubilee National Hospital,Cardiology,1973,3817
2022Q2,The Golden Jubilee National Hospital,Cardiology,1975,3474
2022Q3,The Golden Jubilee National Hospital,Cardiology,2119,3363
2021Q2,The Golden Jubilee National Hospital,Gastroenterology,29,0
2021Q3,The Golden Jubilee National Hospital,Gastroenterology,175,0
2021Q4,The Golden Jubilee National Hospital,Gastroenterology,143,0
2022Q1,The Golden Jubilee National Hospital,Gastroenterology,33,0
2022Q2,The Golden Jubilee National Hospital,Gastroenterology,115,0
2022Q3,The Golden Jubilee National Hospital,Gastroenterology,79,0
2017Q3,The Golden Jubilee National Hospital,Other,46,144
2017Q4,The Golden Jubilee National Hospital,Other,45,134
2018Q1,The Golden Jubilee National Hospital,Other,53,153
2018Q2,The Golden Jubilee National Hospital,Other,64,180
2018Q3,The Golden Jubilee National Hospital,Other,52,158
2018Q4,The Golden Jubilee National Hospital,Other,52,161
2019Q1,The Golden Jubilee National Hospital,Other,53,180
2019Q2,The Golden Jubilee National Hospital,Other,44,139
2019Q3,The Golden Jubilee National Hospital,Other,44,131
2019Q4,The Golden Jubilee National Hospital,Other,48,143
2020Q1,The Golden Jubilee National Hospital,Other,46,144
2020Q2,The Golden Jubilee National Hospital,Other,14,29
2020Q3,The Golden Jubilee National Hospital,Other,44,114
2020Q4,The Golden Jubilee National Hospital,Other,34,105
2021Q1,The Golden Jubilee National Hospital,Other,34,101
2021Q2,The Golden Jubilee National Hospital,Other,50,144
2021Q3,The Golden Jubilee National Hospital,Other,46,136
2021Q4,The Golden Jubilee National Hospital,Other,46,135
2022Q1,The Golden Jubilee National Hospital,Other,38,122
2022Q2,The Golden Jubilee National Hospital,Other,52,158
2022Q3,The Golden Jubilee National Hospital,Other,49,146
2017Q3,The Golden Jubilee National Hospital,General Surgery,598,66
2017Q4,The Golden Jubilee National Hospital,General Surgery,680,48
2018Q1,The Golden Jubilee National Hospital,General Surgery,654,68
2018Q2,The Golden Jubilee National Hospital,General Surgery,770,49
2018Q3,The Golden Jubilee National Hospital,General Surgery,767,61
2018Q4,The Golden Jubilee National Hospital,General Surgery,942,91
2019Q1,The Golden Jubilee National Hospital,General Surgery,857,42
2019Q2,The Golden Jubilee National Hospital,General Surgery,811,43
2019Q3,The Golden Jubilee National Hospital,General Surgery,919,35
2019Q4,The Golden Jubilee National Hospital,General Surgery,897,46
2020Q1,The Golden Jubilee National Hospital,General Surgery,763,57
2020Q2,The Golden Jubilee National Hospital,General Surgery,286,107
2020Q3,The Golden Jubilee National Hospital,General Surgery,818,149
2020Q4,The Golden Jubilee National Hospital,General Surgery,784,67
2021Q1,The Golden Jubilee National Hospital,General Surgery,984,154
2021Q2,The Golden Jubilee National Hospital,General Surgery,1194,31
2021Q3,The Golden Jubilee National Hospital,General Surgery,2034,314
2021Q4,The Golden Jubilee National Hospital,General Surgery,1782,440
2022Q1,The Golden Jubilee National Hospital,General Surgery,1896,785
2022Q2,The Golden Jubilee National Hospital,General Surgery,2023,379
2022Q3,The Golden Jubilee National Hospital,General Surgery,2015,326
2018Q1,The Golden Jubilee National Hospital,Other,0,0
2019Q3,The Golden Jubilee National Hospital,Other,0,0
2020Q2,The Golden Jubilee National Hospital,Other,5,56
2020Q4,The Golden Jubilee National Hospital,Other,5,17
2021Q1,The Golden Jubilee National Hospital,Other,0,36
2021Q3,The Golden Jubilee National Hospital,Other,0,0
2021Q4,The Golden Jubilee National Hospital,Other,5,24
2017Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1948,5416
2017Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2040,6097
2018Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1981,5645
2018Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2088,6185
2018Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2195,5819
2018Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1929,5686
2019Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2021,5461
2019Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2181,6121
2019Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2221,6126
2019Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2239,6405
2020Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,2091,5951
2020Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1254,3639
2020Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1781,5211
2020Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1532,5295
2021Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1584,5027
2021Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1835,5505
2021Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1637,5239
2021Q4,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1607,5855
2022Q1,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1543,4428
2022Q2,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1630,5670
2022Q3,The Golden Jubilee National Hospital,Cardiothoracic Surgery,1560,5419
2020Q2,The Golden Jubilee National Hospital,Other,92,260
2020Q3,The Golden Jubilee National Hospital,Other,77,166
2020Q4,The Golden Jubilee National Hospital,Other,86,138
2021Q1,The Golden Jubilee National Hospital,Other,90,146
2021Q2,The Golden Jubilee National Hospital,Other,105,124
2021Q3,The Golden Jubilee National Hospital,Other,22,5
2021Q4,The Golden Jubilee National Hospital,Other,83,84
2022Q1,The Golden Jubilee National Hospital,Other,82,68
2022Q2,The Golden Jubilee National Hospital,Other,5,7
2017Q3,The Golden Jubilee National Hospital,Other,1891,0
2017Q4,The Golden Jubilee National Hospital,Other,1766,0
2018Q1,The Golden Jubilee National Hospital,Other,1716,0
2018Q2,The Golden Jubilee National Hospital,Other,1950,0
2018Q3,The Golden Jubilee National Hospital,Other,1744,0
2018Q4,The Golden Jubilee National Hospital,Other,1987,0
2019Q1,The Golden Jubilee National Hospital,Other,1958,0
2019Q2,The Golden Jubilee National Hospital,Other,1947,0
2019Q3,The Golden Jubilee National Hospital,Other,2122,0
2019Q4,The Golden Jubilee National Hospital,Other,2608,0
2020Q1,The Golden Jubilee National Hospital,Other,2343,0
2020Q2,The Golden Jubilee National Hospital,Other,11,0
2020Q3,The Golden Jubilee National Hospital,Other,703,0
2020Q4,The Golden Jubilee National Hospital,Other,1287,0
2021Q1,The Golden Jubilee National Hospital,Other,2361,0
2021Q2,The Golden Jubilee National Hospital,Other,2190,0
2021Q3,The Golden Jubilee National Hospital,Other,3111,0
2021Q4,The Golden Jubilee National Hospital,Other,3405,0
2022Q1,The Golden Jubilee National Hospital,Other,3417,0
2022Q2,The Golden Jubilee National Hospital,Other,3210,0
2022Q3,The Golden Jubilee National Hospital,Other,3350,0
2017Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1219,3809
2017Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1313,4207
2018Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1217,3911
2018Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1244,3635
2018Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1296,3910
2018Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1316,3621
2019Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1317,3225
2019Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1247,2999
2019Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1201,3459
2019Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1197,3099
2020Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1121,2572
2020Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,123,742
2020Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,507,3022
2020Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1108,2535
2021Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1208,3244
2021Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1276,3152
2021Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1112,3019
2021Q4,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1055,2772
2022Q1,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1039,2509
2022Q2,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1079,3014
2022Q3,The Golden Jubilee National Hospital,Trauma and Orthopaedic Surgery,1090,3110
2017Q3,The Golden Jubilee National Hospital,Other,235,11
2017Q4,The Golden Jubilee National Hospital,Other,239,10
2018Q1,The Golden Jubilee National Hospital,Other,219,12
2018Q2,The Golden Jubilee National Hospital,Other,225,9
2018Q3,The Golden Jubilee National Hospital,Other,167,5
2018Q4,The Golden Jubilee National Hospital,Other,133,0
2019Q1,The Golden Jubilee National Hospital,Other,141,0
2019Q2,The Golden Jubilee National Hospital,Other,113,0
2019Q3,The Golden Jubilee National Hospital,Other,123,0
2019Q4,The Golden Jubilee National Hospital,Other,110,0
2020Q1,The Golden Jubilee National Hospital,Other,103,0
2020Q3,The Golden Jubilee National Hospital,Other,5,8
2021Q1,The Golden Jubilee National Hospital,Other,12,16
2021Q2,The Golden Jubilee National Hospital,Other,17,6
2021Q3,The Golden Jubilee National Hospital,Other,5,0
2021Q4,The Golden Jubilee National Hospital,Other,10,5
2022Q1,The Golden Jubilee National Hospital,Other,10,7
2022Q2,The Golden Jubilee National Hospital,Other,18,9
2022Q3,The Golden Jubilee National Hospital,Other,5,0
2018Q1,The Golden Jubilee National Hospital,Urology,0,0
2018Q2,The Golden Jubilee National Hospital,Urology,0,6
2019Q2,The Golden Jubilee National Hospital,Urology,0,0
2019Q4,The Golden Jubilee National Hospital,Urology,0,0
2020Q2,The Golden Jubilee National Hospital,Urology,35,78
2020Q3,The Golden Jubilee National Hospital,Urology,40,151
2020Q4,The Golden Jubilee National Hospital,Urology,76,247
2021Q1,The Golden Jubilee National Hospital,Urology,72,120
2021Q2,The Golden Jubilee National Hospital,Urology,58,155
2021Q3,The Golden Jubilee National Hospital,Urology,37,125
2021Q4,The Golden Jubilee National Hospital,Urology,57,139
2022Q1,The Golden Jubilee National Hospital,Urology,64,88
2022Q2,The Golden Jubilee National Hospital,Urology,40,71
2022Q3,The Golden Jubilee National Hospital,Other,0,0
2021Q1,The Golden Jubilee National Hospital,Other,10,27
2021Q2,The Golden Jubilee National Hospital,Other,24,48
2021Q4,The Golden Jubilee National Hospital,Other,0,5
2019Q3,Ayrshire and Arran,General Medicine,0,0
2018Q1,Ayrshire and Arran,Geriatric Medicine,0,0
2017Q3,Ayrshire and Arran,General Medicine,13292,36910
2017Q4,Ayrshire and Arran,General Medicine,14317,41592
2018Q1,Ayrshire and Arran,General Medicine,13928,42492
2018Q2,Ayrshire and Arran,General Medicine,13547,40610
2018Q3,Ayrshire and Arran,General Medicine,13020,36615
2018Q4,Ayrshire and Arran,General Medicine,13757,38112
2019Q1,Ayrshire and Arran,General Medicine,13905,41447
2019Q2,Ayrshire and Arran,General Medicine,13540,38183
2019Q3,Ayrshire and Arran,General Medicine,13321,40371
2019Q4,Ayrshire and Arran,General Medicine,13278,40763
2020Q1,Ayrshire and Arran,General Medicine,12062,43377
2020Q2,Ayrshire and Arran,General Medicine,10153,28876
2020Q3,Ayrshire and Arran,General Medicine,12633,34964
2020Q4,Ayrshire and Arran,General Medicine,12130,41380
2021Q1,Ayrshire and Arran,General Medicine,11255,45546
2021Q2,Ayrshire and Arran,General Medicine,12021,42533
2021Q3,Ayrshire and Arran,General Medicine,11966,41412
2021Q4,Ayrshire and Arran,General Medicine,11665,47647
2022Q1,Ayrshire and Arran,General Medicine,10478,47775
2022Q2,Ayrshire and Arran,General Medicine,10450,48315
2022Q3,Ayrshire and Arran,General Medicine,10303,45537
2017Q3,Ayrshire and Arran,Cardiology,738,1637
2017Q4,Ayrshire and Arran,Cardiology,706,1757
2018Q1,Ayrshire and Arran,Cardiology,689,1605
2018Q2,Ayrshire and Arran,Cardiology,690,1591
2018Q3,Ayrshire and Arran,Cardiology,700,1552
2018Q4,Ayrshire and Arran,Cardiology,697,1640
2019Q1,Ayrshire and Arran,Cardiology,684,1636
2019Q2,Ayrshire and Arran,Cardiology,674,1639
2019Q3,Ayrshire and Arran,Cardiology,662,1622
2019Q4,Ayrshire and Arran,Cardiology,676,1635
2020Q1,Ayrshire and Arran,Cardiology,679,1531
2020Q2,Ayrshire and Arran,Cardiology,346,862
2020Q3,Ayrshire and Arran,Cardiology,512,1279
2020Q4,Ayrshire and Arran,Cardiology,571,1008
2021Q1,Ayrshire and Arran,Cardiology,505,906
2021Q2,Ayrshire and Arran,Cardiology,493,895
2021Q3,Ayrshire and Arran,Cardiology,527,952
2021Q4,Ayrshire and Arran,Cardiology,492,811
2022Q1,Ayrshire and Arran,Cardiology,482,843
2022Q2,Ayrshire and Arran,Cardiology,540,1048
2022Q3,Ayrshire and Arran,Cardiology,484,999
2017Q4,Ayrshire and Arran,Other,0,0
2019Q2,Ayrshire and Arran,Other,0,0
2019Q4,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,Other,10,129
2017Q4,Ayrshire and Arran,Other,10,141
2018Q1,Ayrshire and Arran,Other,5,34
2018Q2,Ayrshire and Arran,Other,20,171
2018Q3,Ayrshire and Arran,Other,25,182
2018Q4,Ayrshire and Arran,Other,16,76
2019Q1,Ayrshire and Arran,Other,21,96
2019Q2,Ayrshire and Arran,Other,23,82
2019Q3,Ayrshire and Arran,Other,23,248
2019Q4,Ayrshire and Arran,Other,15,84
2020Q1,Ayrshire and Arran,Other,10,31
2020Q3,Ayrshire and Arran,Other,10,89
2021Q1,Ayrshire and Arran,Other,0,0
2021Q2,Ayrshire and Arran,Other,0,60
2021Q3,Ayrshire and Arran,Other,5,12
2022Q1,Ayrshire and Arran,Other,0,0
2022Q3,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,Other,5,0
2017Q4,Ayrshire and Arran,Other,0,0
2018Q1,Ayrshire and Arran,Other,5,10
2018Q2,Ayrshire and Arran,Other,0,0
2018Q3,Ayrshire and Arran,Other,0,5
2018Q4,Ayrshire and Arran,Other,0,0
2019Q2,Ayrshire and Arran,Other,0,0
2019Q4,Ayrshire and Arran,Other,0,0
2020Q1,Ayrshire and Arran,Other,0,0
2020Q2,Ayrshire and Arran,Other,0,0
2020Q3,Ayrshire and Arran,Other,0,0
2021Q1,Ayrshire and Arran,Other,0,0
2022Q2,Ayrshire and Arran,Other,0,0
2022Q3,Ayrshire and Arran,Other,0,0
2017Q3,Ayrshire and Arran,Gastroenterology,28,8
2017Q4,Ayrshire and Arran,Gastroenterology,5,5
2018Q1,Ayrshire and Arran,Gastroenterology,10,0
2018Q2,Ayrshire and Arran,Gastroenterology,5,0
2018Q3,Ayrshire and Arran,Gastroenterology,0,0
2018Q4,Ayrshire and Arran,Gastroenterology,5,0
2019Q1,Ayrshire and Arran,Gastroenterology,5,5
2019Q2,Ayrshire and Arran,Gastroenterology,0,0
2019Q3,Ayrshire and Arran,Gastroenterology,0,0
2019Q4,Ayrshire and Arran,Gastroenterology,5,0
2020Q1,Ayrshire and Arran,Gastroenterology,0,0
2020Q2,Ayrshire and Arran,Gastroenterology,5,0
2020Q3,Ayrshire and Arran,Gastroenterology,5,0
2020Q4,Ayrshire and Arran,Gastroenterology,0,0
2021Q2,Ayrshire and Arran,Gastroenterology,0,0
2021Q4,Ayrshire and Arran,Gastroenterology,0,0
2022Q1,Ayrshire and Arran,Gastroenterology,0,0
2017Q3,Ayrshire and Arran,Geriatric Medicine,1273,19480
2017Q4,Ayrshire and Arran,Geriatric Medicine,1260,23552
2018Q1,Ayrshire and Arran,Geriatric Medicine,1190,20755
2018Q2,Ayrshire and Arran,Geriatric Medicine,1133,22504
2018Q3,Ayrshire and Arran,Geriatric Medicine,896,16393
2018Q4,Ayrshire and Arran,Geriatric Medicine,832,16291
2019Q1,Ayrshire and Arran,Geriatric Medicine,796,17945
2019Q2,Ayrshire and Arran,Geriatric Medicine,818,16416
2019Q3,Ayrshire and Arran,Geriatric Medicine,702,15957
2019Q4,Ayrshire and Arran,Geriatric Medicine,748,14071
2020Q1,Ayrshire and Arran,Geriatric Medicine,770,18193
2020Q2,Ayrshire and Arran,Geriatric Medicine,699,14342
2020Q3,Ayrshire and Arran,Geriatric Medicine,756,14365
2020Q4,Ayrshire and Arran,Geriatric Medicine,680,14850
2021Q1,Ayrshire and Arran,Geriatric Medicine,497,11650
2021Q2,Ayrshire and Arran,Geriatric Medicine,723,13434
2021Q3,Ayrshire and Arran,Geriatric Medicine,721,14733
2021Q4,Ayrshire and Arran,Geriatric Medicine,732,16028
2022Q1,Ayrshire and Arran,Geriatric Medicine,574,12710
2022Q2,Ayrshire and Arran,Geriatric Medicine,578,14609
2022Q3,Ayrshire and Arran,Geriatric Medicine,611,15323
2017Q3,Ayrshire and Arran,Other,316,22
2017Q4,Ayrshire and Arran,Other,307,76
2018Q1,Ayrshire and Arran,Other,284,10
